1.571269870221894926e+01 1.813892199148794049e+01 9.794009475388435249e+01 1.015548090928949705e+03 7.855505819654816646e-01 2.982167787235306400e-01 -6.793193485239495955e-02 2.551851834948812292e-01 1.294651260807536675e-01 -6.831020479769617237e-02 1.183246426951850339e+00 6.975404429460094757e-01 5.765909304124436474e+00 1.115754145249785267e+02 3.743540303971268357e-01 -2.386239923843521682e-01 1.297164344260575419e-01 -1.415863436356096239e-02 -1.417479340027968382e-01 1.737965791053239506e-01 2.166482960628680843e+01 2.457905460047230761e+01 1.454770441792659028e+02 2.016891475076920869e+03 1.886700925966842135e-01 4.753756858347375491e-01 1.103007257029337440e+00 3.665006849403646405e-01 4.641161687435801930e-02 -1.967893768387221076e-01
2.279474265716821435e+01 2.724366839808580920e+01 1.582037454202225035e+02 1.315486463825581041e+03 -1.747412449874681806e-01 3.760922504187723392e-02 3.830874156948624876e-01 2.175538174935165436e-01 -7.476509877541438753e-02 2.234703128100168357e-02 6.114679470334394296e-01 1.373532148953545917e+00 4.999020741417369962e+00 9.543760279393393375e+01 -1.689058807587747457e-01 6.634892889004723182e-02 -1.407082962434630935e-01 -7.647491892438751382e-02 1.007244192649212611e-01 -2.041555581824824883e-02 2.880821687197287062e+01 3.848548346808900078e+01 1.945317031886539496e+02 1.956204518655986931e+03 -1.440790869701303115e-02 9.276635451896052265e-02 5.424453834854608969e-02 -1.131688224245244734e-01 5.668485381714036819e-01 3.044201593082176416e-01
2.148963724306599588e+01 2.688706711595819598e+01 1.502514253973215830e+02 1.206157230444569223e+03 3.162633193946834398e-01 1.537889641506958727e-01 2.255029222678055500e-01 2.532162885251306728e-01 -4.087881076799111668e-02 -7.444518176642372920e-02 7.074337968850111791e-01 1.147399553879325351e+00 4.614637609208408264e+00 8.045848949664802774e+01 4.664025646513869638e-02 -1.192076750944560670e-01 -1.911845468561595984e-02 9.786532478947604363e-03 4.783947658381349638e-02 7.851449456886014366e-02 2.646258233892522682e+01 3.668906729672919198e+01 1.802491599442137442e+02 1.706380391743746941e+03 3.983618746332595606e-02 2.043000829914265459e-01 4.115498754040107232e-01 3.516804176634241719e-02 3.065508208215947938e-01 8.395171361843789537e-02
9.322130858568199230e+00 1.237978133825404470e+01 5.220085540344311426e+01 3.996454485271949579e+02 3.110131794841813901e-01 1.565419652722727650e-01 3.225510250904742304e-02 1.063484443198795260e-01 1.563306853138079766e-01 -3.030012094977097004e-02 3.618698910111932121e-01 1.091018531065974795e+00 2.256001692958638838e+00 2.548479247588332797e+01 5.634238250518036617e-02 -1.430749017266590428e-01 5.499678612946731771e-02 -1.545865720779038971e-02 4.639482832998542694e-02 1.065780538526528154e-01 9.962909149007414200e+00 1.524229858669857407e+01 6.280097042160873855e+01 5.791867474297166609e+02 1.590065902633526207e-01 2.700104637561504539e-01 5.073974665290184038e-01 1.915984509031524730e-01 1.990069848411408771e-01 2.726623507124570356e-02
2.421377711016113210e+01 3.100916031097619907e+01 1.749213290886227128e+02 1.296492003482902874e+03 9.590165603544587025e-02 8.604060292850866654e-02 3.623630542451237169e-01 2.521348002569527846e-01 -1.178053693199673374e-01 -7.920548989645226357e-02 4.827490013954611747e-01 1.356776611369294727e+00 4.081072445489878575e+00 6.590209960897458075e+01 -1.067024293820736380e-01 -6.552206088366369086e-02 -8.755620707991809692e-02 1.909098149493419772e-02 1.385826741413822560e-01 3.510981387284486943e-02 2.873573920873817045e+01 4.240100834636341176e+01 1.966992271506075554e+02 1.561708743471258231e+03 -2.807102599016176106e-02 8.113063898675275387e-02 9.074329472115499895e-02 -1.153429341549219722e-01 4.264288716356287590e-01 2.140593772684581120e-01
1.036367665391205328e+01 1.351646974065898377e+01 6.019906794795836902e+01 4.850442016570232227e+02 3.817872754978784977e-01 1.757736940387127356e-01 2.335666233691219285e-02 1.284858976979343648e-01 1.454521541326198875e-01 -4.003557939957352874e-02 4.583466254110556415e-01 1.045937877092425250e+00 2.656578145063944962e+00 3.494182976365167548e+01 9.666531062790723050e-02 -1.597197660207338998e-01 6.451603970220140538e-02 -8.454600755199284667e-03 2.536097187229393105e-02 1.162407896096912252e-01 1.161979902392535458e+01 1.692612293302886073e+01 7.468266023251375429e+01 7.461797173462417732e+02 1.584319857847162893e-01 2.899086433760333925e-01 5.754332934544639233e-01 2.062400658526066244e-01 1.766213319009848348e-01 -2.014533849677702104e-03
2.012288513901332365e+01 2.475623038680455323e+01 1.387038786412643390e+02 1.112528683245387128e+03 1.400719120069902068e-01 9.629732479599382999e-02 1.882932972547895489e-01 1.707969803975507017e-01 4.402582565278724547e-02 -2.673267115193278531e-02 5.548512691237194039e-01 1.158160791765620257e+00 3.913283732734602616e+00 6.834384931067292257e+01 5.468322057838315153e-03 -4.991766048855084126e-02 -2.147732297720095218e-02 -2.049638646237442879e-02 5.795967437159974672e-02 3.293538846194390968e-02 2.484047809611491076e+01 3.469468783926414801e+01 1.663817821878751602e+02 1.591305298445196058e+03 6.252829622038902357e-02 2.033233487402443807e-01 2.769771395844894957e-01 5.528588170195053442e-02 3.285954449450956272e-01 1.008956690186884053e-01
1.181383641611334490e+01 1.534803747832968313e+01 7.202025688445264962e+01 5.864948397198385237e+02 4.817842686472592062e-01 2.003455871989367476e-01 1.557432796645993878e-02 1.574534451906323407e-01 1.271715472114471612e-01 -6.178790721901755711e-02 5.503822996570589821e-01 9.985312249835862630e-01 3.021951827658275302e+00 4.271966861281276095e+01 1.442578263304353237e-01 -1.904741619236421935e-01 7.870601726183937275e-02 8.227279379086863131e-03 8.267761579092543223e-03 1.316720479414527911e-01 1.363604258506796718e+01 1.947155364972754654e+01 8.938866564982039620e+01 8.994773229826328134e+02 1.548240303558721109e-01 3.092371478996471801e-01 6.482706104237199174e-01 2.197097193472167809e-01 1.407823260794118791e-01 -4.064108668888782860e-02
1.128594668118366684e+01 1.486813044129780081e+01 6.831772118497733004e+01 5.282973487330278886e+02 3.826223110906680214e-01 1.730049837302832239e-01 4.380754153054752797e-02 1.378172887496405541e-01 1.249579433628757175e-01 -5.025475761047965007e-02 4.420549295817419733e-01 1.067782043393905589e+00 2.635164908825526009e+00 3.360487724391362008e+01 8.631808765286369534e-02 -1.635679112333573437e-01 5.853218386724182154e-02 1.761925452997137320e-03 3.685394049803354666e-02 1.149642851480687511e-01 1.257054560470141347e+01 1.875286042182830215e+01 8.169852202601023805e+01 7.507000737978058851e+02 1.449459881190016119e-01 2.731508779898379480e-01 5.421743868357442597e-01 1.833050051788397972e-01 1.822122434273041325e-01 6.197590787437090576e-03
1.049220750304935734e+01 1.378420196811303811e+01 6.150966047815876436e+01 4.888138254817336588e+02 4.084781194478320776e-01 1.815046188583190334e-01 1.906632055330700903e-02 1.324372493899939052e-01 1.432081685230847390e-01 -4.747782826676194556e-02 4.606921371688572631e-01 1.037964493843874569e+00 2.635315072797675295e+00 3.394782384938849162e+01 1.062958591534775010e-01 -1.706472761971511432e-01 6.991304978741946785e-02 -1.894422382025071072e-03 2.490034956478863123e-02 1.213951153186051124e-01 1.170425860139482843e+01 1.721991642137271228e+01 7.546149307389792682e+01 7.351859127438967789e+02 1.586924935909976853e-01 2.928518274621185746e-01 5.883406828938906319e-01 2.099029851062489960e-01 1.636384310144138876e-01 -1.235673572321366320e-02
