5.100330769139502785e+00 3.568394774987495577e+00 1.457703982241139951e+00 2.235827180033064243e-01
5.092442216513491715e+00 3.781426493021440738e+00 1.115391351328023806e+00 8.185739063347741151e-02
4.970204799037984955e+00 3.463343190783459757e+00 1.342890128587192589e+00 1.736854166535661825e-01
5.050629704203430492e+00 3.466972328979689433e+00 1.507545733187938275e+00 2.432763038672313138e-01
4.965989102343068673e+00 3.391880856255744536e+00 1.443198370657085672e+00 2.150944176948131892e-01
5.170071681902357774e+00 3.409843644115646111e+00 1.847641017896282545e+00 3.861512021213665546e-01
4.993226617398284439e+00 3.326646903177700398e+00 1.600550793315860254e+00 2.806793788950551205e-01
5.065856337989578684e+00 3.448314906265285806e+00 1.568287560426179450e+00 2.686809802108157674e-01
5.101531430369551146e+00 3.669128876189633015e+00 1.306273260077460918e+00 1.609737995022949564e-01
5.035536752450823883e+00 3.434176922166315649e+00 1.525732262228923553e+00 2.505185676217248636e-01
4.725068248506239854e+00 2.853243372916078435e+00 1.756644318601768617e+00 3.402711132904284730e-01
5.198465460639010161e+00 3.758280382691974619e+00 1.375146423041625710e+00 1.912552892979507702e-01
4.988821454445853121e+00 3.442488656911579348e+00 1.414164513243950427e+00 2.035091221748136503e-01
4.894088097722306685e+00 3.514357252059715719e+00 1.103830035445303892e+00 7.340093466867858574e-02
4.838004095457066001e+00 2.910374183493124267e+00 1.908325533647987626e+00 4.050981460096622078e-01
5.211598772443383432e+00 3.550231794960474474e+00 1.720941810372080827e+00 3.345182365311457628e-01
5.166445487620663357e+00 3.499579547911587429e+00 1.702805952459168104e+00 3.261807986799191150e-01
5.035063427406793579e+00 3.455651889796189646e+00 1.491906164542719626e+00 2.365194552959387631e-01
5.181872150246665143e+00 3.435502240477458447e+00 1.833395213104762611e+00 3.804778096269542109e-01
5.317051888682898131e+00 3.781898190389794578e+00 1.590010419760791383e+00 2.823191601984177401e-01
5.010561618917063420e+00 3.315325977640990907e+00 1.654540739276386674e+00 3.033305631654371615e-01
5.074420142950764046e+00 3.424871928633820506e+00 1.622243586057295683e+00 2.911556385641173028e-01
4.994339339469085814e+00 3.683586130424616911e+00 1.057325447256132200e+00 5.602408715465634348e-02
5.044025930281305747e+00 3.266906897932796650e+00 1.799369425098443109e+00 3.638511137843590815e-01
5.172919308126639137e+00 3.338665176307370253e+00 1.962463437292679913e+00 4.336940671359571509e-01
5.194268872287336691e+00 3.685673573995577268e+00 1.477244428206521132e+00 2.334048834508123393e-01
4.737528019751422903e+00 2.739353365649134453e+00 1.957093279509828143e+00 4.234068614908875761e-01
5.086916364931109769e+00 3.468213196495676609e+00 1.582442307129047432e+00 2.749254902581547144e-01
5.254889026688157827e+00 3.757291456926955764e+00 1.496066834992570094e+00 2.423128169820941702e-01
