5.063485712771608860e+00 3.365009422237191572e+00 1.548810892824933338e+00 2.582406440139475845e-01
4.867740689303649226e+00 3.312965784413069770e+00 1.375894787495121285e+00 2.056251043900433340e-01
4.632777291650258533e+00 3.183228819453209901e+00 1.355191557191863350e+00 2.283435145780237929e-01
5.043236299338502704e+00 3.541411285736789871e+00 1.025967208471628700e+00 2.073455915701688523e-02
4.964352036824868364e+00 3.375156352790458669e+00 1.359834823337656484e+00 1.849907697790642569e-01
5.308598498053600956e+00 3.466462216469023083e+00 1.664545904324058911e+00 2.778045019477137778e-01
4.618735629753812688e+00 3.170970322748689618e+00 1.366469436396619663e+00 2.354528786066925894e-01
4.965302361287424304e+00 3.338038950742230782e+00 1.464483919982078941e+00 2.329549156741239635e-01
4.434065620384972206e+00 3.058417044350521863e+00 1.379604944767816255e+00 2.668234191627171792e-01
4.870432434793266374e+00 3.279896364607743919e+00 1.472123555715070253e+00 2.494805503477515451e-01
5.342432648371052473e+00 3.456787991878301547e+00 1.746296788985303161e+00 3.107339841186633755e-01
4.796869416970435118e+00 3.203769978337208890e+00 1.564278624624025449e+00 3.019247302411044998e-01
4.777979211294395512e+00 3.260658105363864578e+00 1.375611354588667457e+00 2.178086675172341002e-01
4.664246756671238892e+00 3.340770219718430134e+00 9.696820121118898683e-01 4.703876577225840627e-02
5.370354292561823506e+00 3.453539831892642020e+00 1.800607087114079574e+00 3.318634523634590994e-01
5.348283343681657698e+00 3.457973699287704150e+00 1.752492525235078924e+00 3.127787929068525097e-01
5.201932149144702144e+00 3.499127647834359145e+00 1.400798558688471696e+00 1.712246889613556478e-01
5.052410698672487044e+00 3.425519062811235749e+00 1.362759279123925360e+00 1.742545638340191050e-01
5.957579747522166791e+00 3.289244986346902877e+00 3.209444428943907024e+00 8.987775114113498720e-01
5.327683514468323445e+00 3.467618345368586041e+00 1.692289111594398543e+00 2.879365386264592930e-01
5.311752902695035417e+00 3.465470560092509977e+00 1.672416870085349672e+00 2.809890983128899844e-01
5.063539315239433236e+00 3.397968461719099942e+00 1.457341544034118863e+00 2.161959093914113395e-01
4.600910594475462467e+00 3.305199001213493304e+00 9.646913277388655672e-01 5.325019531159341790e-02
5.051971854333159762e+00 3.316585958253119415e+00 1.664650698182844613e+00 3.130576876178716716e-01
5.142301007710134542e+00 3.519005545282180236e+00 1.248861853715426573e+00 1.095782157431536008e-01
5.289630256911467043e+00 3.477750193010644253e+00 1.602423855989571155e+00 2.518566561833686657e-01
4.976392372988943436e+00 3.308385336435618385e+00 1.564845490436932884e+00 2.775576039867230782e-01
5.624867991562645386e+00 3.381887538532033055e+00 2.412455168790790250e+00 5.781407480878293370e-01
4.867209486832319243e+00 3.315149258744381378e+00 1.368967775912114382e+00 2.025144685247198539e-01
4.707069334095757007e+00 3.149359286073529773e+00 1.569774497262230506e+00 3.167696361235011193e-01
4.791760968485530015e+00 3.197935071251926331e+00 1.572201693263469480e+00 3.062668017875411763e-01
5.258419728240587787e+00 3.481803275775178896e+00 1.540543197267557618e+00 2.276991918197114328e-01
5.146643948063843510e+00 3.450908317512491053e+00 1.445071846281193784e+00 1.991564039719783685e-01
5.257272563321408576e+00 3.483357735522140786e+00 1.534364457774582746e+00 2.250169460911553010e-01
4.873799462251112935e+00 3.281683289450124441e+00 1.472620815500099933e+00 2.492471787386663917e-01
4.948828858606673542e+00 3.433831404659494879e+00 1.171664813087328172e+00 1.006413354461087040e-01
5.549544638309118483e+00 3.406116025143579584e+00 2.222981182524692567e+00 5.013956506699160931e-01
4.874590558815614649e+00 3.322848673741253478e+00 1.359551390431203766e+00 1.971743329062552175e-01
4.708182334766642718e+00 3.254178596408265456e+00 1.280404151615493591e+00 1.836284499396839132e-01
5.051696811838833234e+00 3.388559704949054563e+00 1.464270093103504422e+00 2.210047241560190445e-01
4.961660291335253881e+00 3.408225772595785408e+00 1.263606055117707960e+00 1.411353238213558514e-01
4.509254244638590592e+00 3.132282373220535376e+00 1.296367464068364672e+00 2.182545675976308719e-01
4.434818112084050412e+00 3.097479415427176974e+00 1.272314825243578751e+00 2.174119160855118582e-01
4.984829244066272480e+00 3.313904155148809316e+00 1.563198987127176975e+00 2.756435035864067684e-01
5.082665958544373197e+00 3.267003574782033404e+00 1.852168724693476376e+00 3.950262783323406079e-01
4.784713266210087745e+00 3.264231955048626510e+00 1.376605874158727483e+00 2.173419242990640710e-01
5.291022387108347047e+00 3.478125325416059788e+00 1.603639737693151934e+00 2.522244719941502122e-01
4.611962969972695170e+00 3.165293459849452873e+00 1.371254222371220077e+00 2.385809645800690548e-01
5.006691544630021973e+00 3.363746849947780504e+00 1.460201303684136143e+00 2.253087891641199769e-01
4.959243588339964148e+00 3.369321445705176998e+00 1.367757891977101625e+00 1.893328413255009890e-01
6.652068323528025573e+00 3.075301893875357351e+00 4.930173286726816428e+00 1.594315560023329192e+00
6.345869097210673715e+00 3.067845674790668831e+00 4.454248293190834929e+00 1.417596063789894778e+00
6.662659635066709995e+00 3.069628246565985208e+00 4.963112500056978682e+00 1.608000770292673964e+00
